Coding Scheme 1 = Absolute
Coding Scheme 2 = Vowel-centric (L-R)
Coding Scheme 3 = Vowel-centric (R-L)
Coding Scheme 4 = Ends-first
Coding Scheme 5 = SOLAR (Spatial Coding)
Coding Scheme 6 = Binary Open Bigram
Coding Scheme 7 = Overlap Open Bigram (OOB)
Coding Scheme 8 = SERIOL_2001 (Open Bigram)


ILW = 1
sigma = 1.25
c = 1.00
Stim1   	Stim2   	Match1	Match2	Match3	Match4	Match5	Match6	Match7	Match8	
albino  	anbilo  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
albino  	albio   	 0.67	 0.83	 0.50	 0.67	 0.84	 0.67	 0.68	 0.75	
albino  	albin   	 0.83	 0.83	 0.83	 0.50	 0.75	 0.75	 0.79	 0.71	
albino  	alno    	 0.33	 0.33	 0.33	 0.67	 0.57	 0.25	 0.33	 0.57	
albino  	laibon  	 0.00	 0.17	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
albino  	inoalb  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
albino  	ino     	 0.00	 0.00	 0.17	 0.17	 0.50	 0.25	 0.36	 0.17	
albino  	blaoni  	 0.33	 0.33	 0.50	 0.33	 0.39	 0.25	 0.18	 0.38	
albino  	ianlob  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
albino  	aonibl  	 0.33	 0.50	 0.50	 0.33	 0.45	 0.08	 0.17	 0.70	
albino  	clbino  	 0.83	 0.00	 0.17	 0.83	 0.75	 0.75	 0.79	 0.30	
albino  	albico  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.81	
albino  	albinc  	 0.83	 0.83	 0.33	 0.83	 0.75	 0.75	 0.79	 0.71	
albino  	aljbno  	 0.67	 0.33	 0.50	 0.67	 0.84	 0.58	 0.52	 0.79	
albino  	aluhno  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
albino  	albeino 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
albino  	albzvino	 0.50	 0.83	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
albino  	aeyxto  	 0.33	 0.17	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
albino  	salbino 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
albino  	albinod 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
albino  	albwwino	 0.50	 0.83	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
almond  	almond  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
almond  	lamond  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
almond  	amlond  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.83	 0.80	 0.87	
almond  	almodn  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
almond  	aomlnd  	 0.67	 0.50	 0.50	 0.67	 0.82	 0.67	 0.44	 0.81	
almond  	anmold  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
almond  	alond   	 0.33	 0.50	 0.67	 0.67	 0.81	 0.58	 0.64	 0.72	
almond  	almon   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
almond  	alnd    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
almond  	laomdn  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
almond  	ondalm  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
almond  	ond     	 0.00	 0.00	 0.33	 0.17	 0.50	 0.25	 0.36	 0.17	
almond  	mladno  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
almond  	oanldm  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
almond  	adnoml  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
almond  	rlmond  	 0.83	 0.00	 0.33	 0.83	 0.75	 0.75	 0.79	 0.30	
almond  	almynd  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.58	 0.58	 0.81	
almond  	almonw  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
almond  	amuond  	 0.67	 0.17	 0.67	 0.67	 0.84	 0.58	 0.56	 0.66	
almond  	alxwnd  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
almond  	almeond 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
almond  	almhwond	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
almond  	awherd  	 0.33	 0.17	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
almond  	salmond 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
almond  	almondp 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
almond  	almyyond	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
almost  	almost  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
almost  	lamost  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
almost  	almsot  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
almost  	almots  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
almost  	aomlst  	 0.67	 0.50	 0.50	 0.67	 0.82	 0.67	 0.44	 0.81	
almost  	asmolt  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
almost  	almot   	 0.67	 0.67	 0.50	 0.67	 0.84	 0.67	 0.68	 0.75	
almost  	almos   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
almost  	alst    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
almost  	laomts  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
almost  	ostalm  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
almost  	alm     	 0.50	 0.50	 0.17	 0.33	 0.50	 0.25	 0.36	 0.41	
almost  	mlatso  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
almost  	oasltm  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
almost  	atsoml  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
almost  	vlmost  	 0.83	 0.00	 0.33	 0.83	 0.75	 0.75	 0.79	 0.30	
almost  	aemost  	 0.83	 0.33	 0.83	 0.83	 0.88	 0.67	 0.64	 0.59	
almost  	almosj  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
almost  	alimst  	 0.67	 0.83	 0.83	 0.67	 0.84	 0.58	 0.52	 0.79	
almost  	alikst  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
almost  	almrost 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
almost  	almpgost	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
almost  	adbcqt  	 0.33	 0.17	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
almost  	jalmost 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
almost  	almosth 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
almost  	almbbost	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
ambush  	ambush  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
ambush  	mabush  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
ambush  	amubsh  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.92	 0.77	 0.95	
ambush  	ambuhs  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
ambush  	aubmsh  	 0.67	 0.50	 0.50	 0.67	 0.82	 0.67	 0.44	 0.81	
ambush  	asbumh  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
ambush  	ambuh   	 0.67	 0.67	 0.50	 0.67	 0.84	 0.67	 0.68	 0.75	
ambush  	ambus   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
ambush  	amsh    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
ambush  	maubhs  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
ambush  	ushamb  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
ambush  	ush     	 0.00	 0.00	 0.33	 0.17	 0.50	 0.25	 0.36	 0.17	
ambush  	bmahsu  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
ambush  	uasmhb  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
ambush  	ahsubm  	 0.33	 0.50	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
ambush  	imbush  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
ambush  	acbush  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.59	
ambush  	ambusg  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
ambush  	amrbsh  	 0.67	 0.33	 0.33	 0.67	 0.84	 0.58	 0.52	 0.79	
ambush  	amqnsh  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
ambush  	ambfush 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
ambush  	ambolush	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
ambush  	avkgih  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
ambush  	qambush 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
ambush  	ambushz 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
ambush  	ambttush	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
amount  	amount  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
amount  	maount  	 0.67	 0.17	 0.50	 0.67	 0.81	 0.83	 0.83	 0.66	
amount  	amonut  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
amount  	amoutn  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
amount  	auomnt  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.81	
amount  	anoumt  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
amount  	amunt   	 0.33	 0.67	 0.67	 0.67	 0.81	 0.58	 0.64	 0.72	
amount  	amoun   	 0.83	 0.83	 0.50	 0.50	 0.75	 0.75	 0.79	 0.71	
amount  	amnt    	 0.33	 0.67	 0.67	 0.67	 0.57	 0.25	 0.33	 0.57	
amount  	mauotn  	 0.00	 0.33	 0.17	 0.00	 0.48	 0.67	 0.44	 0.59	
amount  	untamo  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
amount  	amo     	 0.50	 0.50	 0.33	 0.33	 0.50	 0.25	 0.36	 0.41	
amount  	omatnu  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
amount  	uanmto  	 0.00	 0.33	 0.33	 0.00	 0.31	 0.33	 0.38	 0.46	
amount  	atnuom  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
amount  	imount  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.30	
amount  	amdunt  	 0.83	 0.33	 0.50	 0.83	 0.88	 0.58	 0.58	 0.78	
amount  	amounc  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
amount  	aosunt  	 0.67	 0.50	 0.50	 0.67	 0.84	 0.58	 0.56	 0.66	
amount  	amzsnt  	 0.67	 0.33	 0.17	 0.67	 0.75	 0.25	 0.31	 0.62	
amount  	amofunt 	 0.50	 0.67	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
amount  	amowcunt	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
amount  	acjhrt  	 0.33	 0.17	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
amount  	vamount 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
amount  	amountd 	 1.00	 1.00	 0.50	 0.50	 0.88	 1.00	 1.00	 1.00	
amount  	amollunt	 0.50	 0.67	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
anchor  	anchor  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
anchor  	nachor  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
anchor  	acnhor  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.83	 0.80	 0.87	
anchor  	anchro  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
anchor  	ahcnor  	 0.67	 0.33	 0.67	 0.67	 0.82	 0.67	 0.44	 0.81	
anchor  	aochnr  	 0.67	 0.33	 0.33	 0.67	 0.76	 0.42	 0.32	 0.78	
anchor  	anchr   	 0.67	 0.83	 0.83	 0.67	 0.84	 0.67	 0.68	 0.75	
anchor  	ancho   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
anchor  	anor    	 0.33	 0.50	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
anchor  	nahcro  	 0.00	 0.33	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
anchor  	horanc  	 0.00	 0.33	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
anchor  	anc     	 0.50	 0.50	 0.17	 0.33	 0.50	 0.25	 0.36	 0.41	
anchor  	cnaroh  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
anchor  	haonrc  	 0.00	 0.33	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
anchor  	arohcn  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
anchor  	bnchor  	 0.83	 0.00	 0.00	 0.83	 0.75	 0.75	 0.79	 0.30	
anchor  	anchlr  	 0.83	 0.67	 0.67	 0.83	 0.88	 0.67	 0.64	 0.81	
anchor  	anchod  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
anchor  	acphor  	 0.67	 0.67	 0.67	 0.67	 0.84	 0.58	 0.56	 0.66	
anchor  	anxmor  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
anchor  	ancehor 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
anchor  	ancpqhor	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
anchor  	apgvbr  	 0.33	 0.17	 0.17	 0.33	 0.50	 0.00	 0.00	 0.21	
anchor  	yanchor 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
anchor  	anchore 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
anchor  	anceehor	 0.50	 0.83	 0.83	 1.00	 0.73	 0.58	 0.75	 0.96	
answer  	answer  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
answer  	naswer  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
answer  	asnwer  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.83	 0.80	 0.87	
answer  	answre  	 0.67	 1.00	 1.00	 0.67	 0.81	 0.83	 0.83	 0.94	
answer  	anewsr  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.91	
answer  	aeswnr  	 0.67	 0.33	 0.33	 0.67	 0.76	 0.42	 0.32	 0.78	
answer  	anser   	 0.50	 0.67	 0.50	 0.83	 0.81	 0.58	 0.64	 0.75	
answer  	answe   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
answer  	aner    	 0.33	 0.50	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
answer  	nawsre  	 0.00	 0.33	 0.50	 0.00	 0.48	 0.67	 0.44	 0.59	
answer  	werans  	 0.00	 0.33	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
answer  	wer     	 0.00	 0.00	 0.00	 0.17	 0.50	 0.25	 0.36	 0.17	
answer  	snarew  	 0.33	 0.17	 0.17	 0.33	 0.39	 0.25	 0.18	 0.38	
answer  	waenrs  	 0.00	 0.33	 0.17	 0.00	 0.31	 0.33	 0.38	 0.46	
answer  	arewsn  	 0.33	 0.33	 0.17	 0.33	 0.45	 0.08	 0.17	 0.70	
answer  	mnswer  	 0.83	 0.00	 0.00	 0.83	 0.75	 0.75	 0.79	 0.30	
answer  	afswer  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.59	
answer  	answei  	 0.83	 0.83	 0.33	 0.83	 0.75	 0.75	 0.79	 0.71	
answer  	anwuer  	 0.67	 0.33	 0.50	 0.67	 0.84	 0.58	 0.52	 0.79	
answer  	anvier  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
answer  	ansfwer 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
answer  	ansfpwer	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
answer  	acufkr  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
answer  	ianswer 	 0.00	 0.83	 0.83	 0.50	 0.88	 1.00	 1.00	 0.61	
answer  	answerl 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
answer  	ansvvwer	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
antics  	antics  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
antics  	natics  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
antics  	anitcs  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.92	 0.77	 0.95	
antics  	antisc  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
antics  	aitncs  	 0.67	 0.50	 0.50	 0.67	 0.82	 0.67	 0.44	 0.81	
antics  	actins  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
antics  	anics   	 0.33	 0.50	 0.67	 0.67	 0.81	 0.58	 0.64	 0.72	
antics  	antic   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
antics  	ancs    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
antics  	naitsc  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
antics  	icsant  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
antics  	ics     	 0.00	 0.00	 0.33	 0.17	 0.50	 0.25	 0.36	 0.17	
antics  	tnasci  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
antics  	iacnst  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
antics  	ascitn  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
antics  	gntics  	 0.83	 0.00	 0.33	 0.83	 0.75	 0.75	 0.79	 0.30	
antics  	antijs  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.67	 0.64	 0.81	
antics  	anticj  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
antics  	anhtcs  	 0.67	 0.33	 0.33	 0.67	 0.84	 0.58	 0.52	 0.79	
antics  	anxrcs  	 0.67	 0.33	 0.33	 0.67	 0.75	 0.25	 0.31	 0.62	
antics  	antvics 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
antics  	antqvics	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
antics  	aurdbs  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
antics  	rantics 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
antics  	anticse 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
antics  	antffics	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
ascend  	ascend  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
ascend  	sacend  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
ascend  	ascned  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.83	 0.80	 0.96	
ascend  	ascedn  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
ascend  	asnecd  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.91	
ascend  	ancesd  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
ascend  	acend   	 0.17	 0.33	 0.83	 0.50	 0.84	 0.67	 0.68	 0.61	
ascend  	ascen   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
ascend  	asnd    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
ascend  	saecdn  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
ascend  	endasc  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
ascend  	asc     	 0.50	 0.50	 0.17	 0.33	 0.50	 0.25	 0.36	 0.41	
ascend  	csadne  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
ascend  	eansdc  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
ascend  	adnecs  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
ascend  	qscend  	 0.83	 0.00	 0.33	 0.83	 0.75	 0.75	 0.79	 0.30	
ascend  	ashend  	 0.83	 0.83	 0.83	 0.83	 0.88	 0.58	 0.58	 0.78	
ascend  	ascenw  	 0.83	 0.83	 0.83	 0.83	 0.75	 0.75	 0.79	 0.71	
ascend  	asicnd  	 0.67	 0.83	 0.83	 0.67	 0.84	 0.58	 0.52	 0.79	
ascend  	asixnd  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
ascend  	ascvend 	 0.50	 0.67	 0.67	 1.00	 0.90	 0.75	 0.85	 0.96	
ascend  	ascrxend	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
ascend  	akwotd  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
ascend  	yascend 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
ascend  	ascendg 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
ascend  	ascllend	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
ascent  	ascent  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
ascent  	sacent  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
ascent  	asecnt  	 0.67	 1.00	 1.00	 0.67	 0.93	 0.92	 0.77	 0.95	
ascent  	ascetn  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
ascent  	asnect  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.91	
ascent  	ancest  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
ascent  	ascnt   	 0.50	 0.83	 0.83	 0.83	 0.81	 0.58	 0.64	 0.75	
ascent  	ascen   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
ascent  	asnt    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
ascent  	saectn  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
ascent  	entasc  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
ascent  	asc     	 0.50	 0.50	 0.17	 0.33	 0.50	 0.25	 0.36	 0.41	
ascent  	csatne  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
ascent  	eanstc  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
ascent  	atnecs  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
ascent  	yscent  	 0.83	 0.00	 0.33	 0.83	 0.75	 0.75	 0.79	 0.30	
ascent  	asyent  	 0.83	 0.33	 0.50	 0.83	 0.88	 0.58	 0.58	 0.78	
ascent  	asceny  	 0.83	 0.83	 0.33	 0.83	 0.75	 0.75	 0.79	 0.71	
ascent  	asepnt  	 0.67	 0.83	 0.83	 0.67	 0.84	 0.58	 0.52	 0.79	
ascent  	aszynt  	 0.67	 0.67	 0.67	 0.67	 0.75	 0.25	 0.31	 0.62	
ascent  	ascient 	 0.50	 0.83	 0.83	 1.00	 0.90	 0.75	 0.85	 0.96	
ascent  	ascwpent	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
ascent  	apmuwt  	 0.33	 0.33	 0.33	 0.33	 0.50	 0.00	 0.00	 0.21	
ascent  	wascent 	 0.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 0.61	
ascent  	ascentr 	 1.00	 1.00	 1.00	 0.50	 0.88	 1.00	 1.00	 1.00	
ascent  	ascllent	 0.50	 0.50	 0.50	 1.00	 0.73	 0.58	 0.75	 0.96	
aspect  	aspect  	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	 1.00	
aspect  	sapect  	 0.67	 0.33	 0.83	 0.67	 0.81	 0.83	 0.83	 0.66	
aspect  	apsect  	 0.67	 0.67	 0.67	 0.67	 0.93	 0.83	 0.80	 0.87	
aspect  	aspetc  	 0.67	 0.67	 0.67	 0.67	 0.81	 0.83	 0.83	 0.94	
aspect  	ascept  	 0.67	 0.67	 0.67	 0.67	 0.82	 0.67	 0.44	 0.91	
aspect  	acpest  	 0.67	 0.67	 0.67	 0.67	 0.76	 0.42	 0.32	 0.78	
aspect  	apect   	 0.17	 0.33	 0.83	 0.50	 0.84	 0.67	 0.68	 0.61	
aspect  	aspec   	 0.83	 0.83	 0.33	 0.50	 0.75	 0.75	 0.79	 0.71	
aspect  	asct    	 0.33	 0.33	 0.50	 0.67	 0.57	 0.25	 0.33	 0.57	
aspect  	saeptc  	 0.00	 0.33	 0.33	 0.00	 0.48	 0.67	 0.44	 0.59	
aspect  	ectasp  	 0.00	 0.00	 0.00	 0.00	 0.38	 0.50	 0.73	 0.33	
aspect  	ect     	 0.00	 0.00	 0.33	 0.17	 0.50	 0.25	 0.36	 0.17	
aspect  	psatce  	 0.33	 0.33	 0.33	 0.33	 0.39	 0.25	 0.18	 0.38	
aspect  	eacstp  	 0.00	 0.00	 0.00	 0.00	 0.31	 0.33	 0.38	 0.46	
aspect  	atceps  	 0.33	 0.33	 0.33	 0.33	 0.45	 0.08	 0.17	 0.70	
